property_name,property_sub_name,facilities,nearby,advantages,price_details,link,tags
signature global city 79b,"2, 3 bhk independent floor in sector 79, gurgaon","['swimming pool', 'reflexology park', 'gazebo', 'banquet hall', 'cricket pitch', 'sun deck', 'multipurpose court', 'amphitheatre', 'toddler pool']","['naurangpur cricket stadium', 'naurangpur road', 'national highway 48', 'vatika town square-inxt', 'ompee international school']","{'naurangpur cricket stadium': '850 meter', 'naurangpur road': '1.4 km', 'national highway 48': '5.7 km', 'vatika town square-inxt': '6.4 km', 'ompee international school': '7.9 km', 'manesar bus stand': '8.1 km', 'yashlok medical centre': '8.3 km', 'euro international school': '9 km', 'sushant university': '19.7 km', 'indira gandhi intl airport': '32.1 km'}","{'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,055 sq.ft.', 'price-range': '₹ 1.05 - 1.5 cr'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,325 - 1,525 sq.ft.', 'price-range': '₹ 1.35 - 1.84 cr'}}",https://www.99acres.com/signature-global-city-79b-sector-79-gurgaon-npxid-r404401,"2, 3 bhk independent floor in sector 79, gurgaon ['swimming pool', 'reflexology park', 'gazebo', 'banquet hall', 'cricket pitch', 'sun deck', 'multipurpose court', 'amphitheatre', 'toddler pool'] ['naurangpur cricket stadium', 'naurangpur road', 'national highway 48', 'vatika town square-inxt', 'ompee international school'] {'naurangpur cricket stadium': '850 meter', 'naurangpur road': '1.4 km', 'national highway 48': '5.7 km', 'vatika town square-inxt': '6.4 km', 'ompee international school': '7.9 km', 'manesar bus stand': '8.1 km', 'yashlok medical centre': '8.3 km', 'euro international school': '9 km', 'sushant university': '19.7 km', 'indira gandhi intl airport': '32.1 km'} {'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,055 sq.ft.', 'price-range': '₹ 1.05 - 1.5 cr'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,325 - 1,525 sq.ft.', 'price-range': '₹ 1.35 - 1.84 cr'}}"
dlf the arbour,4 bhk apartment in sector 63 gurgaon,"['swimming pool', 'community hall', 'yoga/meditation area', '24x7 security', 'club house', 'gated community', 'gymnasium', 'landscape garden', ""children's play area""]","['worldmark gurgaon', 'capital cyberscape', 'the shriram millennium school', 'doubletree by hilton hotel', 'sector 55-56 metro station']","{'worldmark gurgaon': '1.5 km', 'capital cyberscape': '3.1 km', 'the shriram millennium school': '3 km', 'doubletree by hilton hotel': '5.2 km', 'sector 55-56 metro station': '5.3 km', 'park hospital': '5.8 km', 'sushant university': '6.9 km', 'de adventure park': '5.9 km', 'badshahpur sohna hwy': '8.7 km', 'tau devilal sports complex': '9.6 km', 'gurgaon railway station': '15.6 km', 'igi airport': '22.7 km'}","{'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,950 sq.ft.', 'price-range': '₹ 7 - 7.31 cr'}}",https://www.99acres.com/dlf-the-arbour-sector-63-gurgaon-npxid-r404070,"4 bhk apartment in sector 63 gurgaon ['swimming pool', 'community hall', 'yoga/meditation area', '24x7 security', 'club house', 'gated community', 'gymnasium', 'landscape garden', ""children's play area""] ['worldmark gurgaon', 'capital cyberscape', 'the shriram millennium school', 'doubletree by hilton hotel', 'sector 55-56 metro station'] {'worldmark gurgaon': '1.5 km', 'capital cyberscape': '3.1 km', 'the shriram millennium school': '3 km', 'doubletree by hilton hotel': '5.2 km', 'sector 55-56 metro station': '5.3 km', 'park hospital': '5.8 km', 'sushant university': '6.9 km', 'de adventure park': '5.9 km', 'badshahpur sohna hwy': '8.7 km', 'tau devilal sports complex': '9.6 km', 'gurgaon railway station': '15.6 km', 'igi airport': '22.7 km'} {'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,950 sq.ft.', 'price-range': '₹ 7 - 7.31 cr'}}"
m3m antalya hills,"2, 3 bhk apartment in sector 79 gurgaon","['mini theatre', 'swimming pool', 'lounge', 'reflexology park', 'restaurant', 'terrace garden', 'sauna', 'spa', 'gazebo']","['nakhrola stadium', 'delhi - jaipur expressway', 'miracles apollo cradle hospital', 'vatika town square-inxt mall', 'savoy suites']","{'nakhrola stadium': '6 km', 'delhi - jaipur expressway': '4.4 km', 'miracles apollo cradle hospital': '5.7 km', 'vatika town square-inxt mall': '5.8 km', 'savoy suites': '6.4 km', 'bal bharati public school': '6.8 km', 'vatika business centre': '12.9 km', 'gurugram university': '16.1 km', 'golden greens golf & resorts limited': '11.6 km', 'garhi harsaru junction': '12 km', 'de adventure park': '11.3 km', 'indira gandhi int. airport': '31.4 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,193 - 1,200 sq.ft.', 'price-range': '₹ 1.3 - 1.31 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,534 sq.ft.', 'price-range': '₹ 1.67 cr'}}",https://www.99acres.com/m3m-antalya-hills-sector-79-gurgaon-npxid-r402610,"2, 3 bhk apartment in sector 79 gurgaon ['mini theatre', 'swimming pool', 'lounge', 'reflexology park', 'restaurant', 'terrace garden', 'sauna', 'spa', 'gazebo'] ['nakhrola stadium', 'delhi - jaipur expressway', 'miracles apollo cradle hospital', 'vatika town square-inxt mall', 'savoy suites'] {'nakhrola stadium': '6 km', 'delhi - jaipur expressway': '4.4 km', 'miracles apollo cradle hospital': '5.7 km', 'vatika town square-inxt mall': '5.8 km', 'savoy suites': '6.4 km', 'bal bharati public school': '6.8 km', 'vatika business centre': '12.9 km', 'gurugram university': '16.1 km', 'golden greens golf & resorts limited': '11.6 km', 'garhi harsaru junction': '12 km', 'de adventure park': '11.3 km', 'indira gandhi int. airport': '31.4 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,193 - 1,200 sq.ft.', 'price-range': '₹ 1.3 - 1.31 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,534 sq.ft.', 'price-range': '₹ 1.67 cr'}}"
signature global city 81,"2, 3 bhk independent floor in sector 81, gurgaon","['swimming pool', 'flower garden', 'jacuzzi', 'wi-fi connectivity', 'amphitheatre', 'power back up lift', 'vastu compliant', 'basketball court', 'badminton court']","[""st. xavier's high school"", 'miracles apollo cradle', 'ambience mall new', 'nakhrola stadium', 'dwarka expressway']","{""st. xavier's high school"": '0.9 km', 'miracles apollo cradle': '1.6 km', 'ambience mall new': '2.3 km', 'nakhrola stadium': '2.3 km', 'dwarka expressway': '4.3 km', 'nh8': '4.5 km', 'hyatt regency gurgaon': '5.6 km'}","{'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '546.12 sq.ft.', 'price-range': '₹ 80.01 - 83 l'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '653.17 sq.ft.', 'price-range': '₹ 99.26 l - 1.15 cr'}}",https://www.99acres.com/signature-global-city-81-sector-81-gurgaon-npxid-r380265,"2, 3 bhk independent floor in sector 81, gurgaon ['swimming pool', 'flower garden', 'jacuzzi', 'wi-fi connectivity', 'amphitheatre', 'power back up lift', 'vastu compliant', 'basketball court', 'badminton court'] [""st. xavier's high school"", 'miracles apollo cradle', 'ambience mall new', 'nakhrola stadium', 'dwarka expressway'] {""st. xavier's high school"": '0.9 km', 'miracles apollo cradle': '1.6 km', 'ambience mall new': '2.3 km', 'nakhrola stadium': '2.3 km', 'dwarka expressway': '4.3 km', 'nh8': '4.5 km', 'hyatt regency gurgaon': '5.6 km'} {'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '546.12 sq.ft.', 'price-range': '₹ 80.01 - 83 l'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '653.17 sq.ft.', 'price-range': '₹ 99.26 l - 1.15 cr'}}"
ss linden floors,"4 bhk independent floor in sector 84, gurgaon","['swimming pool', 'school', 'entrance lobby', 'cctv camera security', 'club house', 'gated community', 'landscape garden', 'lift(s)', 'car parking']","['delhi public school', 'elan miracle mall', 'dwarka expressway', 'holiday inn gurugram sector 90', 'miracles apollo cradle spectra hospital']","{'delhi public school': '650 meters', 'elan miracle mall': '1.5 km', 'dwarka expressway': '1.7 km', 'holiday inn gurugram sector 90': '2.7 km', 'miracles apollo cradle spectra hospital': '2.9 km', 'agri business management collage': '4.4 km', 'delhi jaipur expressway': '5.5 km', 'gurgaon railway station': '13.9 km', 'indira gandhi international airport': '27.7 km'}","{'4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,487.57 - 1,558 sq.ft.', 'price-range': '₹ 2 - 2.41 cr'}}",https://www.99acres.com/ss-linden-floors-sector-84-gurgaon-npxid-r383068,"4 bhk independent floor in sector 84, gurgaon ['swimming pool', 'school', 'entrance lobby', 'cctv camera security', 'club house', 'gated community', 'landscape garden', 'lift(s)', 'car parking'] ['delhi public school', 'elan miracle mall', 'dwarka expressway', 'holiday inn gurugram sector 90', 'miracles apollo cradle spectra hospital'] {'delhi public school': '650 meters', 'elan miracle mall': '1.5 km', 'dwarka expressway': '1.7 km', 'holiday inn gurugram sector 90': '2.7 km', 'miracles apollo cradle spectra hospital': '2.9 km', 'agri business management collage': '4.4 km', 'delhi jaipur expressway': '5.5 km', 'gurgaon railway station': '13.9 km', 'indira gandhi international airport': '27.7 km'} {'4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,487.57 - 1,558 sq.ft.', 'price-range': '₹ 2 - 2.41 cr'}}"
mahindra luminare,"3, 4, 5 bhk apartment in sector 59, gurgaon","['swimming pool', 'card room', 'restaurant', 'spa', 'squash court', 'gazebo', 'banquet hall', 'lawn tennis court', 'amphitheatre']","['grand hyatt gurgaon', 'duke horse riding club', 'pvr drive in cinema', 'w pratiksha hospital', 'sector 55-56 metro station']","{'grand hyatt gurgaon': '1.7 km', 'duke horse riding club': '2.1 km', 'pvr drive in cinema': '2.2 km', 'w pratiksha hospital': '2.6 km', 'sector 55-56 metro station': '2.7 km', 'metro world mall': '3.7 km', 'unicosmos school': '3.9 km', 'sushant university': '4.4 km', 'faridabad gurgaon road': '4.9 km', 'sohna road': '6.5 km', 'bestech business tower': '8.3 km', 'appu ghar': '9.2 km', 'skyjumper trampoline park': '10 km', 'indira gandhi international airport': '20.6 km', 'axis bank': '400 m'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,534.61 - 3,030 sq.ft.', 'price-range': '₹ 4.5 - 10.87 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '2,009.05 - 2,689.26 sq.ft.', 'price-range': '₹ 4.6 - 13.45 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '3,384.52 sq.ft.', 'price-range': '₹ 4.77 - 11.54 cr'}}",https://www.99acres.com/mahindra-luminare-sector-59-gurgaon-npxid-r62235,"3, 4, 5 bhk apartment in sector 59, gurgaon ['swimming pool', 'card room', 'restaurant', 'spa', 'squash court', 'gazebo', 'banquet hall', 'lawn tennis court', 'amphitheatre'] ['grand hyatt gurgaon', 'duke horse riding club', 'pvr drive in cinema', 'w pratiksha hospital', 'sector 55-56 metro station'] {'grand hyatt gurgaon': '1.7 km', 'duke horse riding club': '2.1 km', 'pvr drive in cinema': '2.2 km', 'w pratiksha hospital': '2.6 km', 'sector 55-56 metro station': '2.7 km', 'metro world mall': '3.7 km', 'unicosmos school': '3.9 km', 'sushant university': '4.4 km', 'faridabad gurgaon road': '4.9 km', 'sohna road': '6.5 km', 'bestech business tower': '8.3 km', 'appu ghar': '9.2 km', 'skyjumper trampoline park': '10 km', 'indira gandhi international airport': '20.6 km', 'axis bank': '400 m'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,534.61 - 3,030 sq.ft.', 'price-range': '₹ 4.5 - 10.87 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '2,009.05 - 2,689.26 sq.ft.', 'price-range': '₹ 4.6 - 13.45 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '3,384.52 sq.ft.', 'price-range': '₹ 4.77 - 11.54 cr'}}"
m3m golf hills,"2, 3, 4 bhk apartment in sector 79, gurgaon","['salon', 'spa', 'cricket pitch', 'lawn tennis court', 'amphitheatre', 'basketball court', 'badminton court', 'entrance lobby', 'yoga/meditation area']","['nh8', 'kmp expressway', 'dwarka expressway', 'karma lakelands', 'jungle safari & trails']","{'nh8': '5 min', 'kmp expressway': '10 min', 'dwarka expressway': '15 min', 'karma lakelands': '5 min', 'jungle safari & trails': '15 min', 'dps manesar': '15 min', 'medanta hospital': '15 min'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,420 sq.ft.', 'price-range': '₹ 1.49 - 1.5 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,532 - 2,155 sq.ft.', 'price-range': '₹ 1.61 - 3.49 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,630 - 2,677 sq.ft.', 'price-range': '₹ 2.78 - 4.34 cr'}}",https://www.99acres.com/m3m-golf-hills-sector-79-gurgaon-npxid-r405181,"2, 3, 4 bhk apartment in sector 79, gurgaon ['salon', 'spa', 'cricket pitch', 'lawn tennis court', 'amphitheatre', 'basketball court', 'badminton court', 'entrance lobby', 'yoga/meditation area'] ['nh8', 'kmp expressway', 'dwarka expressway', 'karma lakelands', 'jungle safari & trails'] {'nh8': '5 min', 'kmp expressway': '10 min', 'dwarka expressway': '15 min', 'karma lakelands': '5 min', 'jungle safari & trails': '15 min', 'dps manesar': '15 min', 'medanta hospital': '15 min'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,420 sq.ft.', 'price-range': '₹ 1.49 - 1.5 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,532 - 2,155 sq.ft.', 'price-range': '₹ 1.61 - 3.49 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,630 - 2,677 sq.ft.', 'price-range': '₹ 2.78 - 4.34 cr'}}"
suncity vatsal valley,"2, 3 bhk independent floor in gwal pahari, gurgaon","['earthquake resistant', 'vastu compliant', 'entrance lobby', '24/7 power backup', '24/7 water supply', 'landscape garden', ""children's play area"", 'lift(s)', 'car parking']","['faridabad - gurgaon road', ""lingaya's lalita devi institute"", 'asf insignia sez', 'unicosmos school', 'banjara market gurugram']","{'faridabad - gurgaon road': '170 meter', ""lingaya's lalita devi institute"": '1.6 km', 'asf insignia sez': '3.2 km', 'unicosmos school': '5.7 km', 'banjara market gurugram': '5.9 km', 'sushant university': '6.5 km', 'sector 55-56 metro station': '6.6 km', 'central plaza mall': '8.9 km', 'paras hospitals, gurgaon': '8.9 km', 'badshahpur sohna rd hwy': '15.3 km', 'gurgaon railway station': '19.5 km', 'indira gandhi intl airport': '21.3 km'}","{'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '500 - 560 sq.ft.', 'price-range': '₹ 96 l - 1.1 cr'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '755 - 770 sq.ft.', 'price-range': '₹ 1.22 - 1.41 cr'}}",https://www.99acres.com/suncity-vatsal-valley-gwal-pahari-gurgaon-npxid-r383788,"2, 3 bhk independent floor in gwal pahari, gurgaon ['earthquake resistant', 'vastu compliant', 'entrance lobby', '24/7 power backup', '24/7 water supply', 'landscape garden', ""children's play area"", 'lift(s)', 'car parking'] ['faridabad - gurgaon road', ""lingaya's lalita devi institute"", 'asf insignia sez', 'unicosmos school', 'banjara market gurugram'] {'faridabad - gurgaon road': '170 meter', ""lingaya's lalita devi institute"": '1.6 km', 'asf insignia sez': '3.2 km', 'unicosmos school': '5.7 km', 'banjara market gurugram': '5.9 km', 'sushant university': '6.5 km', 'sector 55-56 metro station': '6.6 km', 'central plaza mall': '8.9 km', 'paras hospitals, gurgaon': '8.9 km', 'badshahpur sohna rd hwy': '15.3 km', 'gurgaon railway station': '19.5 km', 'indira gandhi intl airport': '21.3 km'} {'2 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '500 - 560 sq.ft.', 'price-range': '₹ 96 l - 1.1 cr'}, '3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '755 - 770 sq.ft.', 'price-range': '₹ 1.22 - 1.41 cr'}}"
whiteland blissville,"3 bhk apartment in sector 76, gurgaon","['lounge', 'barbecue', 'creche/day care', 'yoga/meditation area', 'club house', 'gymnasium', 'landscape garden', ""children's play area"", 'lift(s)']","['vega school', 'indian school of hospitality', 'vatika city centre', 'aatish hospital', 'hyatt regency gurgaon']","{'vega school': '650 m', 'indian school of hospitality': '3.6 km', 'vatika city centre': '3.5 km', 'aatish hospital': '2.1 km', 'hyatt regency gurgaon': '3.6 km', 'nh 48': '1.9 km', 'info technology park phase 2': '7.7 km', 'huda metro station': '16 km', 'garhi harsaru junction': '11 km', 'igi airport': '27.9 km', 'southern peripheral rd': '4.9 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,300 - 1,690 sq.ft.', 'price-range': '₹ 1.4 - 2.47 cr'}}",https://www.99acres.com/whiteland-blissville-sector-76-gurgaon-npxid-r396984,"3 bhk apartment in sector 76, gurgaon ['lounge', 'barbecue', 'creche/day care', 'yoga/meditation area', 'club house', 'gymnasium', 'landscape garden', ""children's play area"", 'lift(s)'] ['vega school', 'indian school of hospitality', 'vatika city centre', 'aatish hospital', 'hyatt regency gurgaon'] {'vega school': '650 m', 'indian school of hospitality': '3.6 km', 'vatika city centre': '3.5 km', 'aatish hospital': '2.1 km', 'hyatt regency gurgaon': '3.6 km', 'nh 48': '1.9 km', 'info technology park phase 2': '7.7 km', 'huda metro station': '16 km', 'garhi harsaru junction': '11 km', 'igi airport': '27.9 km', 'southern peripheral rd': '4.9 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,300 - 1,690 sq.ft.', 'price-range': '₹ 1.4 - 2.47 cr'}}"
trump tower,"3, 4 bhk apartment in sector 65, gurgaon","['valet parking', 'foosball', 'concierge service', 'infinity pool', 'swimming pool', 'bar/chill-out lounge', 'business lounge', 'laundry', 'cigar lounge']","['worldmark gurgaon', 'global ways school', 'park hospital', 'gurugram university', 'radisson hotel']","{'worldmark gurgaon': '300 m', 'global ways school': '3.5 km', 'park hospital': '4.4 km', 'gurugram university': '5.2 km', 'radisson hotel': '5.3 km', 'nh 248a': '6.3 km', 'sector 55/56 metro station': '6.5 km', 'garhi harsaru junction': '17.8 km', 'indira gandhi international airport': '25.2 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,525 sq.ft.', 'price-range': '₹ 8.2 - 8.64 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '4,550 - 6,050 sq.ft.', 'price-range': '₹ 10.3 - 15.29 cr'}}",https://www.99acres.com/trump-tower-sector-65-gurgaon-npxid-r296597,"3, 4 bhk apartment in sector 65, gurgaon ['valet parking', 'foosball', 'concierge service', 'infinity pool', 'swimming pool', 'bar/chill-out lounge', 'business lounge', 'laundry', 'cigar lounge'] ['worldmark gurgaon', 'global ways school', 'park hospital', 'gurugram university', 'radisson hotel'] {'worldmark gurgaon': '300 m', 'global ways school': '3.5 km', 'park hospital': '4.4 km', 'gurugram university': '5.2 km', 'radisson hotel': '5.3 km', 'nh 248a': '6.3 km', 'sector 55/56 metro station': '6.5 km', 'garhi harsaru junction': '17.8 km', 'indira gandhi international airport': '25.2 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,525 sq.ft.', 'price-range': '₹ 8.2 - 8.64 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '4,550 - 6,050 sq.ft.', 'price-range': '₹ 10.3 - 15.29 cr'}}"
tulip monsella,"3, 4, 5 bhk apartment in sector 53, gurgaon","['mini theatre', 'swimming pool', 'bar/chill-out lounge', 'business lounge', 'cigar lounge', 'golf course', 'school', 'card room', 'restaurant']","['mavens inn', 'sanar international hospital', 'central plaza mall', 'sector 53-54 metro station', 'iilm university, gurugram']","{'mavens inn': '350 m', 'sanar international hospital': '500 m', 'central plaza mall': '1 km', 'sector 53-54 metro station': '1.3 km', 'iilm university, gurugram': '1.6 km', 'the banyan tree world school': '2 km', 'the big tree cafe': '2.7 km', 'dlf golf and country club': '4.6 km', 'doubletree by hilton hotel': '1.6 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,638 - 1,646 sq.ft.', 'price-range': '₹ 6 - 7.22 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '2,229 sq.ft.', 'price-range': '₹ 9.2 - 9.53 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '2,822 sq.ft.', 'price-range': '₹ 10.34 - 12.06 cr'}}",https://www.99acres.com/tulip-monsella-sector-53-gurgaon-npxid-r390137,"3, 4, 5 bhk apartment in sector 53, gurgaon ['mini theatre', 'swimming pool', 'bar/chill-out lounge', 'business lounge', 'cigar lounge', 'golf course', 'school', 'card room', 'restaurant'] ['mavens inn', 'sanar international hospital', 'central plaza mall', 'sector 53-54 metro station', 'iilm university, gurugram'] {'mavens inn': '350 m', 'sanar international hospital': '500 m', 'central plaza mall': '1 km', 'sector 53-54 metro station': '1.3 km', 'iilm university, gurugram': '1.6 km', 'the banyan tree world school': '2 km', 'the big tree cafe': '2.7 km', 'dlf golf and country club': '4.6 km', 'doubletree by hilton hotel': '1.6 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,638 - 1,646 sq.ft.', 'price-range': '₹ 6 - 7.22 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '2,229 sq.ft.', 'price-range': '₹ 9.2 - 9.53 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '2,822 sq.ft.', 'price-range': '₹ 10.34 - 12.06 cr'}}"
krisumi waterfall residences,"1, 2, 3, 4 bhk apartment, 1 rk studio apartment in sector 36a, gurgaon","['concierge service', 'swimming pool', 'bar/chill-out lounge', 'salon', 'restaurant', 'terrace garden', 'pergola', 'jacuzzi', 'piped gas']","['dwarka expy', 'delhi public school, sector 84', 'elan miracle mall', 'aarvy hospital', 'holiday inn gurugram sector 90']","{'dwarka expy': '6 km', 'delhi public school, sector 84': '3.1 km', 'elan miracle mall': '6 km', 'aarvy hospital': '8.8 km', 'holiday inn gurugram sector 90': '9.1 km', 'dpg degree college': '7.6 km', 'garhi harsaru junction': '11.7 km', 'tau devilal sports complex': '9.7 km', 'dlf corporate greens': '10.3 km', 'indira gandhi international airport': '25.3 km', 'nh 48': '3.1 km'}","{'1 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '464.14 - 6,367.71 sq.ft.', 'price-range': 'price on request'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,448.41 - 1,479 sq.ft.', 'price-range': '₹ 1.9 - 9.06 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,946 - 4,429.5 sq.ft.', 'price-range': '₹ 2.45 - 27.12 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '4,429 - 6,353.03 sq.ft.', 'price-range': '₹ 10.53 - 38.9 cr'}, '1 rk': {'building_type': 'studio apartment', 'area_type': 'carpet area', 'area': '460.09 - 588 sq.ft.', 'price-range': '₹ 1.41 - 3.6 cr'}}",https://www.99acres.com/krisumi-waterfall-residences-sector-36a-gurgaon-npxid-r331957,"1, 2, 3, 4 bhk apartment, 1 rk studio apartment in sector 36a, gurgaon ['concierge service', 'swimming pool', 'bar/chill-out lounge', 'salon', 'restaurant', 'terrace garden', 'pergola', 'jacuzzi', 'piped gas'] ['dwarka expy', 'delhi public school, sector 84', 'elan miracle mall', 'aarvy hospital', 'holiday inn gurugram sector 90'] {'dwarka expy': '6 km', 'delhi public school, sector 84': '3.1 km', 'elan miracle mall': '6 km', 'aarvy hospital': '8.8 km', 'holiday inn gurugram sector 90': '9.1 km', 'dpg degree college': '7.6 km', 'garhi harsaru junction': '11.7 km', 'tau devilal sports complex': '9.7 km', 'dlf corporate greens': '10.3 km', 'indira gandhi international airport': '25.3 km', 'nh 48': '3.1 km'} {'1 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '464.14 - 6,367.71 sq.ft.', 'price-range': 'price on request'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,448.41 - 1,479 sq.ft.', 'price-range': '₹ 1.9 - 9.06 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,946 - 4,429.5 sq.ft.', 'price-range': '₹ 2.45 - 27.12 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '4,429 - 6,353.03 sq.ft.', 'price-range': '₹ 10.53 - 38.9 cr'}, '1 rk': {'building_type': 'studio apartment', 'area_type': 'carpet area', 'area': '460.09 - 588 sq.ft.', 'price-range': '₹ 1.41 - 3.6 cr'}}"
